id,REL_PERS_REF_SURNAME,REL_PERS_REF_FIRST_NAME,Full Name,Birth Year,Birth Country,Birth Place,Death Year,Death Country,Death Place,approbator,archbishop/bishop,author,collaborator/contributor/signer,commentator/eulogist,compiler/editor/revisor,dedicatee,engraver/etcher/illustrator,heirs/widow,printer/publisher,translator,unspecified,DUTCH,ENGLISH,FRENCH,GERMAN,LATIN,SPANISH,1550s,1560s,1570s,1580s,1590s,1600s,1610s,1620s,1630s,1640s,1650s,Birth Region,Death Region,Printing House,House Origion,House Note,Gender,Most Involved Role,Most Involved Language,Most Involved Period
119912,Campion,Edmund,Edmund Campion,1540.0,Britain,London,1581.0,Britain,London,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,1,0,0,Britain,Britain,,,,Male or Unspecified,author,LATIN,Multi
119930,Gazet,Alard,Alard Gazet,1565.0,,,1626.0,France,Arras,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,,Low Countries,,,,Male or Unspecified,Multi,LATIN,Multi
119931,Gazet,Angelin,Angelin Gazet,1568.0,France,Saint-Pol-sur-Ternoise,1653.0,France,Valenciennes,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,author,LATIN,1610s
119932,Gazet,Nicolas,Nicolas Gazet,,France,Arras,1625.0,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,Low Countries,,,,,Male or Unspecified,Multi,Multi,Multi
119933,Moncarré,Guillaume,Guillaume Moncarré,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1600s
119937,Sonnius,Franciscus,Franciscus Sonnius,1507.0,Netherlands,Son en Breugel,1576.0,,,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,2,0,0,0,0,0,0,0,0,Holy Roman Empire,,,,,Male or Unspecified,author,LATIN,1560s
119940,Vendeville,Jean,Jean Vendeville,1527.0,France,Sainghin-en-Mélantois,1592.0,Belgium,Tournai,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,dedicatee,FRENCH,1580s
120059,Moulart,Mathieu,Mathieu Moulart,1536.0,France,Saint-Martin-sur-Cojeul,1600.0,,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,Low Countries,,,,,Male or Unspecified,dedicatee,LATIN,1570s
120060,du Ploïch,Jean,Jean du Ploïch,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1600s
120061,Richardot,Jean,Jean Richardot,1573.0,France,Arras,1614.0,France,Cambrai,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,4,1,0,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,dedicatee,LATIN,1600s
120062,Ottemberg,Hermann,Hermann Ottemberg,,,,1626.0,,,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,,,,,,Male or Unspecified,dedicatee,LATIN,Multi
120063,Boudot,Paul,Paul Boudot,1571.0,France,Morteau,1635.0,France,Arras,0,0,2,0,0,0,5,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,4,3,0,0,France,Low Countries,,,,Male or Unspecified,dedicatee,LATIN,1620s
120064,de Croÿ,Robert,Robert de Croÿ,1500.0,,,1556.0,France,Cambrai,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,,Low Countries,,,,Male or Unspecified,archbishop/bishop,LATIN,1610s
120065,Sarrazin,Jean,Jean Sarrazin,1539.0,France,Arras,1598.0,Belgium,Brussel,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,6,0,0,0,0,4,5,0,0,0,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,dedicatee,LATIN,1590s
120066,de Berghes,Guillaume,Guillaume de Berghes,,,,,,,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1600s
120067,Van der Burch,François,François Van der Burch,,,,,,,0,0,0,0,0,0,12,0,0,0,0,1,0,0,2,0,11,0,0,0,0,0,0,0,3,9,0,1,0,,,,,,Male or Unspecified,dedicatee,LATIN,1620s
120068,de Bergaigne,Joseph,Joseph de Bergaigne,,Netherlands,Breda,1647.0,Germany,Münster,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Low Countries,Holy Roman Empire,,,,Male or Unspecified,dedicatee,Multi,Multi
120069,Nemius,Gaspar,Gaspar Nemius,1586.0,Netherlands,'s-Hertogenbosch,1667.0,France,Cambrai,2,0,1,1,0,3,3,0,0,0,0,1,0,0,2,0,8,0,0,0,0,0,0,0,2,2,3,0,3,Low Countries,Low Countries,,,,Male or Unspecified,Multi,LATIN,Multi
120071,d'Oignies,Gilbert,Gilbert d'Oignies,1520.0,Belgium,Tournai,1574.0,Belgium,Kortrijk,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,archbishop/bishop,LATIN,Multi
120073,Morillon,Maximilien,Maximilien Morillon,1516.0,Belgium,Brussel,1586.0,,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,Low Countries,,,,,Male or Unspecified,dedicatee,FRENCH,1590s
120074,Vilain de Gand,Maximilien,Maximilien Vilain de Gand,1569.0,,,1644.0,,,0,0,0,0,0,0,10,0,0,0,0,1,0,0,1,0,10,0,0,0,0,0,0,0,1,5,4,1,0,,,,,,Male or Unspecified,dedicatee,LATIN,1620s
120075,Vilain de Gand,François,François Vilain de Gand,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1630s
120076,Blaes,Jacques,Jacques Blaes,,,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,Male or Unspecified,dedicatee,Multi,1600s
120077,Paunet,Petrus,Petrus Paunet,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
120079,de France,Christophe,Christophe de France,,,,1656.0,,,0,0,1,0,0,0,7,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,1,0,4,2,1,,,,,,Male or Unspecified,dedicatee,Multi,1630s
120086,des Bois,Engelbert,Engelbert des Bois,1578.0,Belgium,Brussel,1651.0,,,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,Low Countries,,,,,Male or Unspecified,dedicatee,LATIN,1630s
120122,Daneulx,Jacques,Jacques Daneulx,,,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,Male or Unspecified,dedicatee,FRENCH,1560s
120124,de Bourgogne,Antoine,Antoine de Bourgogne,,,,,,,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,Male or Unspecified,dedicatee,DUTCH,1560s
120125,du Bois,Jonas,Jonas du Bois,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,Male or Unspecified,printer/publisher,LATIN,1560s
120128,of Austria,Don John,Don John of Austria,1547.0,Germany,Regensburg,1578.0,Belgium,Bouge,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,Holy Roman Empire,Low Countries,,,,Male or Unspecified,dedicatee,FRENCH,1570s
120130,von Langestein,Heinrich,Heinrich von Langestein,1325.0,Germany,Hessen,1397.0,Austria,Wien,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Holy Roman Empire,Holy Roman Empire,,,,Male or Unspecified,author,LATIN,1580s
120131,d'Esne,Gabrielle,Gabrielle d'Esne,,,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,Male or Unspecified,dedicatee,Multi,Multi
120132,Michel,Jean,Jean Michel,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,Male or Unspecified,author,FRENCH,1580s
120134,de Caverel,Philippe,Philippe de Caverel,1555.0,,,1636.0,,,0,0,0,0,0,0,28,0,0,0,0,1,0,0,6,0,23,0,0,0,0,0,0,2,15,8,4,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1610s
120135,de Bourbon,Catherine,Catherine de Bourbon,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,Male or Unspecified,dedicatee,FRENCH,1580s
120173,de Bauldain,Renon,Renon de Bauldain,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,Male or Unspecified,dedicatee,FRENCH,1590s
120177,de Croÿ,Charles,Charles de Croÿ,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,Male or Unspecified,dedicatee,FRENCH,1590s
120180,Estius,Willem,Willem Estius,1542.0,Netherlands,Gorinchem,1613.0,France,Douai,17,0,10,0,1,0,0,0,0,0,0,0,0,0,16,0,12,0,0,0,0,7,9,3,4,4,1,0,0,Low Countries,Low Countries,,,,Male or Unspecified,approbator,FRENCH,1590s
120219,Bellarmino,Roberto Francesco,Roberto Francesco Bellarmino,1542.0,,,1621.0,Italy,Roma,0,0,18,1,0,0,0,0,0,0,0,0,0,3,2,0,14,0,0,0,0,0,0,2,8,8,1,0,0,,Italy,,,,Male or Unspecified,author,LATIN,Multi
120221,Hadock,Richard,Richard Hadock,1552.0,,,1605.0,Italy,Roma,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,,Italy,,,,Male or Unspecified,translator,LATIN,1610s
120226,Smith,Richard,Richard Smith,1567.0,Britain,Lincolnshire,1655.0,France,Paris,0,0,6,0,0,1,1,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,2,0,1,5,0,0,Britain,France,,,,Male or Unspecified,author,ENGLISH,1630s
120227,Woodward,Philip,Philip Woodward,1557.0,,,1610.0,France,Lyon,0,0,3,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,France,,,,Male or Unspecified,author,ENGLISH,1600s
120228,Worthington,Thomas,Thomas Worthington,1549.0,Britain,Wigan,1626.0,Britain,Biddulph,0,0,7,0,0,1,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,3,1,4,0,0,0,Britain,Britain,,,,Male or Unspecified,author,ENGLISH,1620s
120229,FitzSimon,Henry,Henry FitzSimon,1566.0,Ireland,Dublin,1643.0,Ireland,Kilkenny,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,Britain,Britain,,,,Male or Unspecified,author,Multi,1610s
120232,the Great,Pope Gregory I,Pope Gregory I the Great,,,,,,,0,0,6,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,1,2,1,0,2,0,0,,,,,,Male or Unspecified,author,ENGLISH,Multi
120233,de Caumont,Jean,Jean de Caumont,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,author,ENGLISH,1600s
120248,Higgons,Theophilus,Theophilus Higgons,1578.0,,,1659.0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,author,ENGLISH,1600s
120250,Fitzherbert,Thomas,Thomas Fitzherbert,1552.0,Britain,Swynnerton,1640.0,Italy,Roma,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,Britain,Italy,,,,Male or Unspecified,author,ENGLISH,1610s
120251,Kinsman,William,William Kinsman,,,,,,,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,,,,,,Male or Unspecified,translator,ENGLISH,1610s
120252,Kinsman,Edward,Edward Kinsman,,,,,,,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,,,,,,Male or Unspecified,translator,ENGLISH,1610s
120253,Villegas,Alfonso,Alfonso Villegas,1534.0,,,1615.0,,,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,,,,,,Male or Unspecified,author,ENGLISH,1610s
120254,Fraser,John,John Fraser,,,,1609.0,,,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,Male or Unspecified,author,ENGLISH,1600s
120255,Fenn,John,John Fenn,1535.0,Britain,Montacute,1615.0,Belgium,Leuven,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Britain,Low Countries,,,,Male or Unspecified,translator,ENGLISH,1600s
120256,Flinton,George,George Flinton,,,,1584.0,,,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,ENGLISH,1600s
120257,Everard,Thomas,Thomas Everard,1560.0,Britain,Suffolk,1633.0,Britain,London,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,Britain,Britain,,,,Male or Unspecified,translator,ENGLISH,1600s
120258,Love,Nicholas,Nicholas Love,,,,1423.0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,translator,ENGLISH,1600s
120264,Frarinus,Petrus,Petrus Frarinus,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,author,ENGLISH,1600s
120265,Maihew,Edward,Edward Maihew,1568.0,Britain,Dinton,1625.0,France,Cambrai,0,0,2,0,0,3,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,3,2,0,0,0,0,Britain,Low Countries,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1600s
120266,Southwell,Robert,Robert Southwell,1561.0,Britain,Horsham,1595.0,Britain,London,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Britain,Britain,,,,Male or Unspecified,author,ENGLISH,1600s
120267,Scupoli,Lorenzo,Lorenzo Scupoli,1530.0,Italy,Otranto,1610.0,Italy,Napoli,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,1,1,0,1,0,Italy,Italy,,,,Male or Unspecified,author,LATIN,Multi
120268,Kellison,Matthew,Matthew Kellison,1561.0,Britain,Northamptonshire,1642.0,France,Douai,9,0,13,0,1,3,0,0,0,0,0,0,0,16,2,0,8,0,0,0,0,0,0,2,10,7,7,0,0,Britain,Low Countries,,,,Male or Unspecified,author,ENGLISH,1610s
120269,Leech,Humphrey,Humphrey Leech,1571.0,Britain,Market Drayton,1629.0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Britain,,,,,Male or Unspecified,author,ENGLISH,1600s
120270,Pinelli,Luca,Luca Pinelli,1542.0,,,1607.0,,,0,0,16,0,0,0,0,0,0,0,0,0,0,1,10,0,5,0,0,0,0,0,0,8,4,2,2,0,0,,,,,,Male or Unspecified,author,FRENCH,1600s
120271,Gibbons,Richard,Richard Gibbons,1553.0,,,1632.0,France,Douai,1,0,1,0,0,27,0,0,0,0,7,0,0,7,0,0,29,0,0,0,0,0,0,6,17,10,2,0,1,,Low Countries,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1610s
120272,Browne,Anthony Maria,Anthony Maria Browne,1574.0,,,1629.0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,Male or Unspecified,translator,ENGLISH,Multi
120273,de La Puente,Luis,Luis de La Puente,1554.0,Spain,Valladolid,1624.0,Spain,Valladolid,0,0,29,0,0,0,0,0,0,0,0,0,0,2,25,0,2,0,0,0,0,0,0,1,15,8,5,0,0,Iberian Union,Iberian Union,,,,Male or Unspecified,author,FRENCH,1610s
120301,Hopkins,Richard,Richard Hopkins,1556.0,,,1594.0,Belgium,Leuven,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,,Low Countries,,,,Male or Unspecified,translator,ENGLISH,1610s
120304,de Sales,François,François de Sales,1567.0,France,Sales,1622.0,France,Lyon,0,0,20,0,0,0,0,0,0,0,0,2,0,14,8,0,0,0,0,0,0,0,0,0,9,6,5,2,0,France,France,,,,Male or Unspecified,author,ENGLISH,1610s
120305,Yakesley,John,John Yakesley,,,,,,,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,Male or Unspecified,translator,ENGLISH,1610s
120306,Almond,Oliver,Oliver Almond,,,,,,,0,0,1,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,ENGLISH,1620s
120307,Weston,Edward,Edward Weston,1565.0,Britain,London,1635.0,Belgium,Brugge,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,4,0,0,0,0,Britain,Low Countries,,,,Male or Unspecified,author,LATIN,1610s
120322,Broughton,Richard,Richard Broughton,1561.0,Britain,Huntingdonshire,1635.0,,,0,0,7,1,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,4,0,4,0,0,Britain,,,,,Male or Unspecified,author,ENGLISH,Multi
120323,Veron,François,François Veron,1575.0,France,Paris,1649.0,France,Charenton-le-Pont,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,France,France,,,,Male or Unspecified,author,ENGLISH,1610s
120324,Catcher,Edward,Edward Catcher,1585.0,Britain,London,1623.0,Britain,London,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Britain,Britain,,,,Male or Unspecified,translator,ENGLISH,1610s
120325,Champney,Anthony,Anthony Champney,1569.0,Britain,Cawthorne,1644.0,Britain,London,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Britain,Britain,,,,Male or Unspecified,Multi,ENGLISH,Multi
120326,Stanney,William,William Stanney,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,ENGLISH,1610s
120327,Bouvot,Philip,Philip Bouvot,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,translator,ENGLISH,1610s
120328,Balsamo,Ignazio,Ignazio Balsamo,1543.0,Italy,Trani,1618.0,France,Limoges,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,Italy,France,,,,Male or Unspecified,author,FRENCH,Multi
120329,Daniel,John,John Daniel,1588.0,,,1664.0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,ENGLISH,1610s
120330,Batt,Antonie,Antonie Batt,,,,1651.0,,,0,0,2,0,0,2,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,,,,,,Male or Unspecified,translator,ENGLISH,1630s
120331,Brousse,Jacques,Jacques Brousse,1590.0,,,1673.0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,ENGLISH,1620s
120332,Rookwood,Robert,Robert Rookwood,1583.0,Britain,Suffolk,1668.0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Britain,,,,,Male or Unspecified,translator,ENGLISH,1620s
120333,N.,N.,N. N.,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,ENGLISH,1620s
120360,Anderton,Laurence,Laurence Anderton,1576.0,Britain,Lancashire,1643.0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Britain,,,,,Male or Unspecified,translator,ENGLISH,1620s
120361,Byfield,Nicholas,Nicholas Byfield,1579.0,Britain,Warwickshire,1622.0,Britain,Hounslow,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Britain,Britain,,,,Male or Unspecified,translator,ENGLISH,1620s
120363,Malone,William,William Malone,1586.0,Ireland,Dublin,1656.0,Spain,Sevilla,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Britain,Iberian Union,,,,Male or Unspecified,author,ENGLISH,1620s
120364,Lechmere,Edmund,Edmund Lechmere,1586.0,,,1640.0,France,Douai,2,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,,Low Countries,,,,Male or Unspecified,author,ENGLISH,1630s
120366,du Perron,Jacques Davy,Jacques Davy du Perron,1556.0,France,Saint-Lô,1618.0,France,Paris,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,France,France,,,,Male or Unspecified,author,ENGLISH,1630s
120367,Cary,Elizabeth,Elizabeth Cary,1585.0,Britain,Burford,1639.0,Britain,London,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Britain,Britain,,,,Male or Unspecified,translator,ENGLISH,1630s
120368,Pinkney,Miles,Miles Pinkney,1599.0,,,1674.0,France,Paris,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,France,,,,Male or Unspecified,translator,ENGLISH,1630s
120370,Urbanus VIII,,Urbanus VIII,1568.0,,,1644.0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,Male or Unspecified,author,ENGLISH,1630s
120371,More,Cresacre,Cresacre More,1572.0,,,1649.0,,,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,Male or Unspecified,author,ENGLISH,Multi
120372,of Clairvaux,Bernard,Bernard of Clairvaux,1090.0,,,1153.0,,,0,0,17,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,1,1,5,2,8,0,0,,,,,,Male or Unspecified,author,LATIN,1630s
120379,Bell,William,William Bell,,,,1598.0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,Male or Unspecified,author,LATIN,1630s
120380,Camus,Jean-Pierre,Jean-Pierre Camus,1584.0,France,Paris,1652.0,,,0,0,22,0,0,0,0,0,0,0,0,0,0,2,18,0,2,0,0,0,0,0,0,0,3,7,12,0,0,France,,,,,Male or Unspecified,author,FRENCH,1630s
120381,Porter,Jerome,Jerome Porter,,,,1632.0,France,Douai,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Low Countries,,,,Male or Unspecified,author,ENGLISH,1630s
120382,Baes,Martin,Martin Baes,,,,,,,0,0,0,0,0,0,1,86,0,0,0,0,0,12,18,0,57,0,0,0,0,0,0,7,24,25,25,5,1,,,,,,Male or Unspecified,engraver/etcher/illustrator,LATIN,Multi
120385,de Soto,Andrés,Andrés de Soto,1553.0,Spain,Sahagún,1625.0,Belgium,Brussel,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Iberian Union,Low Countries,,,,Male or Unspecified,author,ENGLISH,1630s
120386,Hill,Edmund Thomas,Edmund Thomas Hill,1564.0,Britain,Somerset,1644.0,France,Douai,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Britain,Low Countries,,,,Male or Unspecified,author,ENGLISH,Multi
120387,Magni,Valeriano,Valeriano Magni,1587.0,,,1661.0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,Male or Unspecified,author,ENGLISH,1630s
120388,Lechmere,John,John Lechmere,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,Male or Unspecified,author,ENGLISH,1630s
120389,Hawkins,John,John Hawkins,1587.0,,,1641.0,,,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,Male or Unspecified,translator,ENGLISH,1630s
120390,Wadding,Luke,Luke Wadding,1588.0,Ireland,Waterford,1657.0,Italy,Roma,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,Britain,Italy,,,,Male or Unspecified,Multi,Multi,Multi
120391,Bentley,Catherine,Catherine Bentley,1591.0,,,1659.0,France,Aire-sur-la-Lys,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Low Countries,,,,Male or Unspecified,translator,ENGLISH,1630s
120392,Evelinge,Elizabeth,Elizabeth Evelinge,1597.0,,,1668.0,France,Aire-sur-la-Lys,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Low Countries,,,,Male or Unspecified,translator,ENGLISH,1630s
