Id,Label,rel_pers_ref_surname,rel_pers_ref_first_name,full name,birth year,birth country,birth place,death year,death country,death place,approbator,archbishop/bishop,author,collaborator/contributor/signer,commentator/eulogist,compiler/editor/revisor,dedicatee,engraver/etcher/illustrator,heirs/widow,printer/publisher,translator,unspecified,dutch,english,french,german,latin,spanish,1550s,1560s,1570s,1580s,1590s,1600s,1610s,1620s,1630s,1640s,1650s,birth region,death region,printing house,house origion,house note,gender,most involved role,most involved language,most involved period,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,modularity_class,stat_inf_class,clustering,triangles,eigencentrality,X,Y
122480,Robert Segard,Segard,Robert,Robert Segard,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,translator,FRENCH,1600s,6,6,5,0.362575,0.383593,0,0.019426,0.019426,0.000383,0,0,88,1,15,0.048729,-514.729736,-235.537796
122481,Michel Gommer,Gommer,Michel,Michel Gommer,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,dedicatee,FRENCH,1600s,6,6,5,0.362575,0.383593,0,0.019426,0.019426,0.000383,0,0,88,1,15,0.048729,-577.932129,-216.18544
122483,Jean Frelin,Frelin,Jean,Jean Frelin,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,dedicatee,FRENCH,1600s,6,6,5,0.362575,0.383593,0,0.019426,0.019426,0.000383,0,0,88,1,15,0.048729,-454.466827,-253.340729
122487,Guido Bentivoglio,Bentivoglio,Guido,Guido Bentivoglio,1577,Italy,Ferrara,1644,Italy,Roma,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,4,1,0,0,0,Italy,Italy,,,,Male or Unspecified,dedicatee,LATIN,1610s,11,12,5,0.384688,0.409033,0.000736,0.03606,0.03606,0.000621,0,25,91,0.472727,26,0.089969,480.796234,-271.518402
122491,Marie de Renty,de Renty,Marie,Marie de Renty,,,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,Male or Unspecified,dedicatee,FRENCH,1600s,6,12,5,0.351328,0.372927,0,0.016578,0.016578,0.000353,0,1,32,1,15,0.042014,-587.534241,573.348083
122503,Jean de Villers,de Villers,Jean,Jean de Villers,1570,France,Mézières,1625,Belgium,Tournai,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,translator,FRENCH,1600s,8,11,6,0.33706,0.362,0.000004,0.012692,0.012692,0.000555,0,1,31,0.535714,15,0.033849,-1033.556274,332.414398
122509,Ferdinand de Maubus,de Maubus,Ferdinand,Ferdinand de Maubus,,France,Lille,1646,France,Lille,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,translator,FRENCH,1620s,3,3,6,0.341952,0.367024,0,0.014217,0.014217,0.000225,0,3,38,1,3,0.036336,-245.702042,-513.676025
122512,Jean du Clicqet,du Clicqet,Jean,Jean du Clicqet,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,author,FRENCH,1600s,2,2,5,0.338005,0.361585,0,0.010943,0.010943,0.000174,0,1,91,1,1,0.028236,-818.602905,933.625
122514,Nicolas Trigault,Trigault,Nicolas,Nicolas Trigault,1577,France,Douai,1628,China,China,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Low Countries,China,,,,Male or Unspecified,author,FRENCH,Multi,5,6,5,0.363218,0.384244,0.000267,0.018371,0.018371,0.00039,0,4,97,0.8,8,0.046307,796.522461,598.17395
122515,de Riquebourg-Trigault Florice,Florice,de Riquebourg-Trigault,de Riquebourg-Trigault Florice,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,Male or Unspecified,translator,FRENCH,Multi,5,6,5,0.363218,0.384244,0.000267,0.018371,0.018371,0.00039,0,4,97,0.8,8,0.046307,795.916321,660.94635
122518,Etienne du Tronchet,du Tronchet,Etienne,Etienne du Tronchet,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,author,FRENCH,1600s,1,1,6,0.291566,0.310789,0,0.004694,0.004694,0.00012,0,10,77,0,0,0.013123,-1010.419006,1366.512329
122543,Petrus Mourcourt,Mourcourt,Petrus,Petrus Mourcourt,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,Male or Unspecified,Multi,LATIN,Multi,8,8,5,0.330752,0.347496,0.000008,0.017426,0.017426,0.000426,0,25,65,0.928571,26,0.042295,1131.873169,-303.018311
122575,Charles Musart,Musart,Charles,Charles Musart,1582,France,Aire-sur-la-Lys,1653,Austria,Wien,1,0,16,0,0,0,0,0,0,0,2,0,0,0,1,0,17,0,0,0,0,0,0,0,6,9,2,0,1,Low Countries,Holy Roman Empire,,,,Male or Unspecified,author,LATIN,1620s,25,38,5,0.389068,0.415537,0.001865,0.044268,0.044268,0.001311,0,1,59,0.313333,94,0.11266,97.780434,-494.532166
122579,Alessio da Salò,da Salò,Alessio,Alessio da Salò,1558,,,1628,,,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,3,0,0,,,,,,Male or Unspecified,author,FRENCH,1620s,5,12,5,0.367515,0.389447,0.000423,0.019447,0.019447,0.000374,0,1,88,0.5,5,0.049997,-801.571167,-43.267956
122580,Antoine de Winghe,de Winghe,Antoine,Antoine de Winghe,1562,Belgium,Leuven,1637,,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,2,0,0,Low Countries,,,,,Male or Unspecified,dedicatee,LATIN,Multi,25,28,5,0.367186,0.389659,0.001842,0.033509,0.033509,0.001291,0,7,86,0.37,111,0.086274,573.650574,-377.141235
122583,Jacques Hugues,Hugues,Jacques,Jacques Hugues,,France,Lille,,,,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,Low Countries,,,,,Male or Unspecified,author,LATIN,1640s,5,6,6,0.300719,0.317285,0.000207,0.004396,0.004396,0.000376,0,8,99,0.5,5,0.01371,1053.900757,-1320.657959
122588,Nicolas Lambert,Lambert,Nicolas,Nicolas Lambert,,,,,,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s,2,4,6,0.285914,0.29735,0,0.004522,0.004522,0.00016,0,22,54,1,1,0.010486,-286.320892,-869.445007
122589,Jean Huchon,Huchon,Jean,Jean Huchon,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s,1,1,6,0.250979,0.259764,0,0.000386,0.000386,0.000184,0,5,73,0,0,0.002043,2043.385986,-133.929642
122595,Gerard Liègeois,Liègeois,Gerard,Gerard Liègeois,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,author,FRENCH,1600s,5,5,5,0.351268,0.372683,0,0.015271,0.015271,0.000333,0,1,32,1,10,0.039059,-743.027649,543.429504
122597,François de Lattre,de Lattre,François,François de Lattre,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,translator,FRENCH,1600s,5,5,5,0.351268,0.372683,0,0.015271,0.015271,0.000333,0,1,32,1,10,0.039059,-824.189331,369.178589
122599,Anne de Lattre,de Lattre,Anne,Anne de Lattre,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,dedicatee,FRENCH,1600s,5,5,5,0.351268,0.372683,0,0.015271,0.015271,0.000333,0,1,32,1,10,0.039059,-797.755554,457.054962
122603,Cornelis Galle,Galle,Cornelis,Cornelis Galle,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,Male or Unspecified,engraver/etcher/illustrator,FRENCH,1630s,3,3,6,0.338675,0.353488,0,0.009159,0.009159,0.000231,0,6,99,1,3,0.022986,634.738403,-812.575195
122607,Hugues Beeckman,Beeckman,Hugues,Hugues Beeckman,,,,,,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,Male or Unspecified,dedicatee,FRENCH,Multi,12,12,5,0.332091,0.350829,0.000745,0.014135,0.014135,0.000707,0,8,99,0.393939,26,0.038846,842.137146,-1038.032227
122610,Adrien Lebrun,Lebrun,Adrien,Adrien Lebrun,,,,,,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,,,,,,Male or Unspecified,author,FRENCH,1600s,1,3,6,0.333822,0.35813,0,0.010175,0.010175,0.000124,0,1,31,0,0,0.026236,-1184.219604,962.497742
122611,Antonius Sanderus,Sanderus,Antonius,Antonius Sanderus,1586,Belgium,Antwerpen,1664,Belgium,Affligem,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,5,0,2,0,0,Low Countries,Low Countries,,,,Male or Unspecified,author,LATIN,1610s,14,16,5,0.374771,0.39948,0.002134,0.029345,0.029345,0.000749,0,6,99,0.406593,37,0.074754,736.659424,0.898417
122613,Bernard Campmans,Campmans,Bernard,Bernard Campmans,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1620s,11,11,5,0.330912,0.348398,0,0.015729,0.015729,0.000599,0,7,86,1,55,0.039763,243.456482,-607.64447
122619,Niccolò Sfondrati,Sfondrati,Niccolò,Niccolò Sfondrati,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,1600s,2,2,6,0.333876,0.358374,0,0.010485,0.010485,0.000196,0,1,31,1,1,0.027178,-901.024292,-162.958878
122622,Gonzalez de Sojo,de Sojo,Gonzalez,Gonzalez de Sojo,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,author,FRENCH,1600s,3,3,5,0.350967,0.371951,0,0.014112,0.014112,0.000235,0,1,41,1,3,0.03579,-824.852478,521.300598
122624,Antoine Jurge,Jurge,Antoine,Antoine Jurge,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,1600s,3,3,5,0.350967,0.371951,0,0.014112,0.014112,0.000235,0,1,41,1,3,0.03579,-784.394714,601.686096
122632,Constance Helman,Helman,Constance,Constance Helman,,,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,Male or Unspecified,dedicatee,FRENCH,Multi,5,8,5,0.366923,0.386967,0,0.022062,0.022062,0.000314,0,1,81,1,10,0.054589,-349.075806,528.505005
122637,Jeanne de Blois,de Blois,Jeanne,Jeanne de Blois,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,dedicatee,FRENCH,1600s,3,3,6,0.334203,0.358862,0,0.011149,0.011149,0.000235,0,1,31,1,3,0.028967,-1006.611023,538.188171
122640,Alexander of Rhodes,of Rhodes,Alexander,Alexander of Rhodes,1591,France,Avignon,1660,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Italy,,,,,Male or Unspecified,author,FRENCH,1650s,2,3,6,0.267624,0.277829,0,0.000997,0.000997,0.000222,0,8,34,1,1,0.0038,358.36908,-1818.851562
122648,Georges Wion,Wion,Georges,Georges Wion,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,Male or Unspecified,author,FRENCH,1640s,1,1,6,0.271379,0.283333,0,0.001488,0.001488,0.000134,0,6,99,0,0,0.004674,1344.985718,-1311.262329
122650,Henri de Sommal,de Sommal,Henri,Henri de Sommal,1533,Belgium,Dinant,1619,France,Valenciennes,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,8,15,7,5,1,0,Low Countries,Low Countries,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1610s,22,115,5,0.41206,0.436252,0.002568,0.056912,0.056912,0.001116,0,7,93,0.38961,90,0.143478,70.461586,70.857437
122651,Leonard Betten,Betten,Leonard,Leonard Betten,1550,,,1607,Belgium,Sint-Truiden,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,,Low Countries,,,,Male or Unspecified,dedicatee,LATIN,1630s,4,6,5,0.347988,0.370667,0.000086,0.013874,0.013874,0.000259,0,7,93,0.833333,5,0.035768,37.658855,-267.536835
122661,Barthélémy Fisen,Fisen,Barthélémy,Barthélémy Fisen,1591,Belgium,Liège,1649,France,Lille,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,author,LATIN,1620s,1,1,6,0.333822,0.35813,0,0.010175,0.010175,0.000124,0,1,31,0,0,0.026236,-1130.983032,-132.943222
122664,Louis Foulon,Foulon,Louis,Louis Foulon,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,Male or Unspecified,Multi,Multi,Multi,4,4,6,0.309014,0.322,0.000005,0.005877,0.005877,0.000267,0,1,89,0.5,3,0.014941,736.86554,-246.407532
122667,Renée de Lorraine,de Lorraine,Renée,Renée de Lorraine,1544,,,1602,Germany,München,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,0,0,0,0,,Holy Roman Empire,,,,Male or Unspecified,dedicatee,FRENCH,1610s,16,28,5,0.368904,0.394244,0.000667,0.024453,0.024453,0.000747,0,6,26,0.625,75,0.065256,-442.145599,411.774139
122672,Pietro Aloysio Caraffa,Caraffa,Pietro Aloysio,Pietro Aloysio Caraffa,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1630s,2,2,6,0.283659,0.29465,0,0.001924,0.001924,0.00019,0,25,38,1,1,0.00542,208.500565,-1343.152954
122675,Nicolas Chevalier,Chevalier,Nicolas,Nicolas Chevalier,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,dedicatee,FRENCH,1600s,2,2,6,0.301293,0.320195,0,0.005242,0.005242,0.000176,0,10,85,1,1,0.014613,369.896973,1752.039673
122681,Johann Nider,Nider,Johann,Johann Nider,1380,Germany,Isny im Allgäu,1438,Germany,Nürnberg,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,Holy Roman Empire,Holy Roman Empire,,,,Male or Unspecified,author,LATIN,1610s,7,10,5,0.376354,0.400325,0.000113,0.025811,0.025811,0.00041,0,1,32,0.857143,18,0.065603,-258.019897,648.274414
122683,Pierre Pierart,Pierart,Pierre,Pierre Pierart,,,,,,,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,3,3,1,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1600s,10,33,5,0.391147,0.41748,0.001409,0.030247,0.030247,0.000622,0,7,32,0.6,27,0.079542,-382.564392,366.908569
122691,Géry Lespagnol,Lespagnol,Géry,Géry Lespagnol,,,,,,,0,0,6,0,0,4,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,2,2,2,2,2,,,,,,Male or Unspecified,author,LATIN,Multi,9,20,6,0.372051,0.398423,0.001208,0.024702,0.024702,0.000524,0,1,40,0.361111,13,0.063716,612.527405,-97.33625
122693,Robert Viseur,Viseur,Robert,Robert Viseur,1555,France,Amiens,1618,France,Amiens,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,France,France,,,,Male or Unspecified,author,FRENCH,1600s,3,3,6,0.304471,0.323618,0,0.00568,0.00568,0.00023,0,10,77,1,3,0.016031,-477.259216,1554.483887
122695,Geoffroy de la Martonie,de la Martonie,Geoffroy,Geoffroy de la Martonie,,,,1617,France,Amiens,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,France,,,,Male or Unspecified,dedicatee,FRENCH,1600s,3,3,6,0.304471,0.323618,0,0.00568,0.00568,0.00023,0,10,77,1,3,0.016031,-402.084076,1619.87146
122697,Pierre d'Outreman,d'Outreman,Pierre,Pierre d'Outreman,1591,France,Valenciennes,1657,France,Valenciennes,0,0,0,0,0,1,0,0,0,0,5,0,0,1,2,0,3,0,0,0,0,0,0,0,1,1,0,3,1,Low Countries,Low Countries,,,,Male or Unspecified,translator,LATIN,1640s,15,19,5,0.38097,0.405008,0.001525,0.02988,0.02988,0.000882,0,8,34,0.352381,37,0.07808,340.842651,-730.429016
122699,Christophe Labé,Labé,Christophe,Christophe Labé,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,Male or Unspecified,dedicatee,LATIN,1640s,3,3,6,0.300059,0.313602,0,0.003328,0.003328,0.00024,0,8,34,1,3,0.009901,666.888672,-1504.758667
122704,Antoine d'Averoult,d'Averoult,Antoine,Antoine d'Averoult,1553,France,Bomy,1614,Belgium,Tournai,0,0,5,3,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,1,5,1,1,0,0,Low Countries,Low Countries,,,,Male or Unspecified,author,LATIN,1610s,18,36,5,0.389438,0.41339,0.00091,0.04542,0.04542,0.000876,0,22,55,0.601307,92,0.110944,-165.62027,318.703979
122705,Pierre Marie,Marie,Pierre,Pierre Marie,1589,France,Rouen,1645,France,Bourges,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,France,France,,,,Male or Unspecified,author,FRENCH,1630s,1,1,6,0.333822,0.35813,0,0.010175,0.010175,0.000124,0,1,31,0,0,0.026236,-1310.364014,710.804565
122706,Jérôme de France,de France,Jérôme,Jérôme de France,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,dedicatee,FRENCH,1600s,4,4,5,0.336783,0.353431,0,0.011874,0.011874,0.000242,0,10,55,1,6,0.029819,-437.655731,885.333618
122707,Jean Blaer,Blaer,Jean,Jean Blaer,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1600s,0,0,0,0,0,0,0,0,0.000073,9,20,29,0,0,0,236.442078,-2099.379639
122708,Philippe Hippolyte Charles Spinola,Spinola,Philippe Hippolyte Charles,Philippe Hippolyte Charles Spinola,1612,,,1670,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,Male or Unspecified,dedicatee,FRENCH,1650s,1,1,7,0.227651,0.233396,0,0.000082,0.000082,0.000145,0,8,34,0,0,0.000545,1309.977661,-1644.144653
122711,S.P.Q. Montanus,Montanus,S.P.Q.,S.P.Q. Montanus,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1600s,2,2,5,0.341269,0.364228,0,0.01107,0.01107,0.000173,0,9,43,1,1,0.028608,386.872894,1079.187256
122715,Baudouin Willot,Willot,Baudouin,Baudouin Willot,1585,Belgium,Binche,1663,France,Lille,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,compiler/editor/revisor,FRENCH,1620s,11,13,5,0.34687,0.372976,0.000359,0.016194,0.016194,0.000664,0,0,81,0.436364,24,0.0436,-686.208374,-130.446381
122724,Alan Cope,Cope,Alan,Alan Cope,,,,1578,Italy,Roma,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,Italy,,,,Male or Unspecified,author,LATIN,1600s,3,3,6,0.33579,0.360244,0,0.01115,0.01115,0.000246,0,11,83,1,3,0.029159,-942.103821,1093.149536
122725,Charles de Cossé,de Cossé,Charles,Charles de Cossé,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,collaborator/contributor/signer,LATIN,1600s,1,1,6,0.291566,0.310789,0,0.004694,0.004694,0.00012,0,10,77,0,0,0.013123,-104.075005,1963.893188
122726,Viglius ab Aytta Zuichemus,ab Aytta Zuichemus,Viglius,Viglius ab Aytta Zuichemus,1507,Netherlands,Friesland,1577,Belgium,Brussel,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,dedicatee,LATIN,Multi,6,6,6,0.337894,0.363699,0.002945,0.011297,0.011297,0.000545,0,11,83,0.4,6,0.030984,-1012.211914,1123.812988
122728,François Dooms,Dooms,François,François Dooms,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,author,FRENCH,1600s,1,1,6,0.333822,0.35813,0,0.010175,0.010175,0.000124,0,1,31,0,0,0.026236,-932.616211,-480.429565
122729,John Young,Young,John,John Young,1589,,,1664,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1600s,4,4,5,0.339516,0.364146,0,0.012996,0.012996,0.000245,0,10,67,1,6,0.03368,-684.906067,1080.67688
122730,Jacobus de Graphiis,de Graphiis,Jacobus,Jacobus de Graphiis,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1600s,1,1,6,0.333822,0.35813,0,0.010175,0.010175,0.000124,0,1,31,0,0,0.026236,-1359.459351,613.588074
122734,Aegidius Aurifaber,Aurifaber,Aegidius,Aegidius Aurifaber,,,,1466,,,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,4,1,1,0,0,,,,,,Male or Unspecified,author,LATIN,Multi,17,78,5,0.374703,0.398098,0.00005,0.042983,0.042983,0.000803,0,22,55,0.816176,111,0.102556,2.804547,51.807884
122735,Herman Van Ludingakerke,Van Ludingakerke,Herman,Herman Van Ludingakerke,,,,,,,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,4,1,1,0,0,,,,,,Male or Unspecified,author,LATIN,Multi,17,78,5,0.374703,0.398098,0.00005,0.042983,0.042983,0.000803,0,22,55,0.816176,111,0.102556,27.241814,97.512787
122736,Jan Busch,Busch,Jan,Jan Busch,1399,Netherlands,Zwolle,1479,Germany,Hildesheim,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,4,1,1,0,0,Low Countries,Holy Roman Empire,,,,Male or Unspecified,author,LATIN,Multi,17,78,5,0.374703,0.398098,0.00005,0.042983,0.042983,0.000803,0,22,55,0.816176,111,0.102556,68.568596,12.735887
122737,Jean Waldor,Waldor,Jean,Jean Waldor,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,,,,,,Male or Unspecified,engraver/etcher/illustrator,Multi,1600s,14,16,5,0.370772,0.39274,0.000087,0.029413,0.029413,0.000712,0,1,51,0.483516,44,0.073274,342.356384,562.406921
122739,Adrien du Quesnoy,du Quesnoy,Adrien,Adrien du Quesnoy,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1600s,7,7,5,0.363089,0.384285,0,0.023572,0.023572,0.000368,0,22,55,1,21,0.057071,-117.351738,188.287292
122742,Jean Le Maieur,Le Maieur,Jean,Jean Le Maieur,1543,France,Béthune,1608,France,Douai,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,4,1,1,0,0,France,Low Countries,,,,Male or Unspecified,compiler/editor/revisor,LATIN,Multi,17,78,5,0.374703,0.398098,0.00005,0.042983,0.042983,0.000803,0,22,55,0.816176,111,0.102556,21.243345,7.199898
122743,Eric de Lorraine,de Lorraine,Eric,Eric de Lorraine,1576,France,Nancy,1623,France,Nancy,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,France,France,,,,Male or Unspecified,dedicatee,FRENCH,1600s,4,6,5,0.351208,0.372439,0,0.015496,0.015496,0.000263,0,1,81,1,6,0.039008,-404.66571,675.118591
122747,Bernardino Rossignolo,Rossignolo,Bernardino,Bernardino Rossignolo,1547,,,1613,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1600s,2,3,6,0.333876,0.358374,0,0.010452,0.010452,0.000216,0,1,31,1,1,0.027108,-1246.788574,342.408905
122756,François Desmarez,Desmarez,François,François Desmarez,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1610s,4,4,5,0.358454,0.379203,0,0.017491,0.017491,0.00026,0,1,41,1,6,0.043255,604.632141,509.007935
122759,Pierre de Besse,de Besse,Pierre,Pierre de Besse,,,,,,,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,2,1,3,0,0,,,,,,Male or Unspecified,author,FRENCH,1630s,15,16,5,0.396749,0.420927,0.001946,0.0397,0.0397,0.000803,0,25,96,0.32381,34,0.101154,467.832428,105.369072
